duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,Action,Adventure,Comedy,Crime,Documentary,Drama,Family,Horror,Mystery,Romance,Sci-Fi,Thriller,facenumber_in_poster,language,country,content_rating,budget,actor_2_facebook_likes,aspect_ratio,imdb_score
126,0,105,19000,f,f,f,f,f,t,f,f,f,t,t,f,1,English,USA,R,23000000,128,1.85,good
106,452,141,20000,f,f,t,f,f,t,f,f,f,f,f,f,3,English,UK,PG-13,23000000,732,2.35,good
97,131,62,23000,f,f,f,f,f,f,f,f,t,f,f,t,2,English,USA,R,23000000,81,2.35,average
100,3,88,2000,f,t,f,f,f,f,t,f,f,f,f,f,4,English,UK,PG,25000000,228,2.35,average
114,61,407,20000,f,f,t,f,f,t,f,f,f,f,f,f,2,English,USA,PG-13,23000000,797,2.35,average
101,3,120,448,f,f,t,f,f,f,f,f,f,t,f,f,0,English,USA,PG-13,23000000,143,2.35,average
88,12,249,327,f,f,t,t,f,f,f,f,f,f,f,f,4,English,USA,PG-13,23000000,281,1.85,average
93,0,947,17000,t,f,f,f,f,f,f,f,f,f,f,t,5,English,International,R,23000000,13000,2.35,average
92,114,434,912,f,t,f,f,f,f,f,t,f,f,f,t,0,English,USA,PG-13,23000000,535,2.35,bad
98,4,11000,29000,f,f,f,f,f,t,f,f,f,f,f,f,2,English,USA,PG-13,23000000,22000,1.85,good
94,258,424,721,f,f,t,f,f,t,t,f,f,f,f,f,2,English,USA,PG,23000000,463,2.35,average
102,277,57,327,f,f,f,f,f,t,f,f,f,t,f,f,0,English,UK,R,23000000,261,1.85,good
98,23,982,1000,t,f,f,t,f,t,f,f,f,f,f,t,2,English,USA,R,23000000,1000,1.85,average
121,549,883,11000,f,f,f,t,f,t,f,f,t,f,f,t,2,English,USA,R,41117876,9000,2.35,good
111,105,64,527,f,f,f,f,f,t,f,f,f,f,f,f,1,French,France,PG-13,19430000,86,2.35,good
90,78,720,2000,f,f,f,f,f,t,f,f,f,f,f,f,1,English,Canada,R,11000000,1000,2.35,average
100,350,30,201,f,f,t,f,f,t,f,f,f,t,f,f,1,English,UK,R,23000000,123,2.35,average
141,300,73,805,f,f,f,f,f,t,f,f,f,f,f,f,2,English,USA,PG-13,23000000,539,2.35,average
114,101,23,129,f,f,f,f,f,f,f,t,f,f,f,f,0,English,USA,PG-13,25000000,25,2.35,good
96,0,542,1000,f,t,t,f,f,f,f,f,f,f,t,f,2,English,USA,PG,22700000,605,1.85,good
111,0,234,523,f,f,f,f,f,t,f,f,f,f,f,f,0,English,Australia,R,22500000,468,2.35,good
127,109,71,2000,f,f,f,f,f,t,f,f,f,t,f,t,0,English,USA,PG-13,22000000,956,1.85,good
107,101,743,931,f,f,t,f,f,f,f,f,f,t,f,f,1,English,USA,R,23000000,852,1.85,good
97,11,595,901,f,f,t,f,f,t,t,f,f,f,f,f,0,English,USA,PG,22000000,775,1.85,average
127,102,1000,2000,f,f,f,f,f,t,t,f,f,f,f,f,0,English,USA,G,20000000,1000,2.35,good
110,99,835,12000,f,f,t,f,f,f,t,f,f,f,f,f,0,English,USA,PG,22000000,941,2.35,average
135,16000,86,16000,f,f,f,f,f,t,f,f,f,t,f,f,0,English,USA,PG-13,35000000,11000,1.85,good
84,42,182,436,f,f,t,f,f,f,f,f,f,f,t,f,1,English,USA,PG-13,22000000,241,1.85,average
240,0,249,545,f,f,f,f,f,t,f,f,f,f,f,f,0,English,UK,PG,22000000,429,2.35,good
122,529,171,820,f,f,t,f,f,t,f,f,f,f,f,f,3,English,USA,PG,22000000,201,2.35,good
114,34,287,649,t,f,f,t,f,t,f,f,t,f,f,t,0,English,USA,PG-13,22000000,327,1.85,average
132,24,506,967,f,f,f,f,f,t,f,f,f,f,f,f,0,English,USA,PG-13,22000000,912,1.85,good
170,25,55,329,f,f,f,f,f,t,f,f,f,f,f,f,1,English,USA,PG-13,22000000,134,2.35,average
133,235,105,955,t,f,f,f,f,f,f,f,f,f,f,t,0,English,UK,R,22000000,593,2.35,good
112,101,218,896,f,f,f,f,f,t,f,f,f,f,f,t,2,English,USA,R,22000000,561,2.35,average
108,0,690,13000,f,f,t,t,f,t,f,f,f,f,f,t,1,English,USA,R,21000000,734,1.85,average
115,0,266,12000,f,f,f,f,f,t,f,f,f,t,f,f,0,English,UK,PG,22000000,1000,2.35,good
83,2,137,591,f,f,t,f,f,f,f,f,f,f,f,f,0,English,USA,R,22000000,489,1.85,average
105,31,110,390,f,f,t,f,f,t,f,f,f,f,f,f,10,English,USA,PG-13,26000000,311,2.35,average
110,118,287,11000,f,f,f,f,f,t,f,t,f,f,t,t,2,English,USA,PG-13,40000000,1000,2.35,average
108,24,100,150,f,f,f,f,f,f,f,f,f,f,f,t,2,English,UK,R,28407999,104,2.35,average
96,221,110,240,f,f,t,t,f,f,f,f,f,t,f,f,1,English,USA,PG-13,22000000,226,1.85,average
94,42,517,975,f,f,t,f,f,f,t,f,f,f,f,f,2,English,USA,PG,22000000,569,2.35,average
142,0,854,978,f,f,f,t,f,t,f,f,f,t,f,t,0,English,USA,R,22000000,911,1.85,average
104,0,898,8000,f,f,t,f,f,f,f,f,f,f,f,f,5,English,USA,R,22000000,1000,2.35,good
136,0,3000,19000,t,t,f,f,f,f,f,f,f,t,t,t,1,English,USA,PG-13,126000000,12000,2.35,good
106,12,595,962,f,f,f,t,f,t,f,f,t,f,f,t,1,English,USA,PG-13,30000000,844,2.35,average
106,1000,1000,19000,f,f,t,f,f,f,f,f,t,f,f,f,5,English,UK,PG-13,22000000,17000,1.85,average
98,4,83,3000,f,f,t,f,f,f,f,f,f,f,f,f,0,English,Canada,PG-13,22000000,486,1.85,average
100,39,798,26000,t,f,f,t,f,t,f,f,f,f,f,t,1,English,USA,R,22000000,11000,2.35,average
95,34,368,554,f,t,t,f,f,f,t,f,f,f,f,f,1,English,Germany,PG,22000000,439,1.85,average
107,737,678,6000,f,f,t,f,f,f,f,f,f,f,f,f,11,English,USA,R,22000000,718,2.35,good
104,87,691,1000,t,f,f,t,f,f,f,f,f,f,t,t,0,English,USA,PG-13,23500000,826,1.85,average
104,53,576,2000,t,t,f,f,f,f,f,f,f,f,t,t,0,English,USA,PG-13,22000000,595,1.85,average
143,688,42,638,f,f,t,f,f,t,f,f,f,t,f,f,2,English,USA,G,25000000,50,2.35,average
77,37,795,3000,f,f,t,f,f,f,t,f,f,t,f,f,0,English,USA,PG,22000000,968,2.35,average
96,11,150,805,t,f,f,t,f,f,f,f,f,f,f,t,0,English,France,PG-13,25000000,173,2.35,average
114,2,567,40000,f,f,f,f,f,t,f,f,f,t,f,f,1,English,UK,R,28407999,1000,2.35,average
145,719,104,2000,f,f,f,f,f,t,f,f,f,f,f,t,1,Other,International,R,21000000,380,2.35,good
116,13,140,203,f,f,f,f,f,t,f,f,f,t,f,f,0,French,France,PG-13,22000000,172,2.35,good
100,21,552,14000,t,f,t,f,f,f,f,f,f,t,f,f,5,English,USA,R,2000000,618,2.35,average
104,144,290,939,f,f,t,t,f,f,f,f,f,f,f,t,3,English,USA,PG-13,22000000,875,2.35,average
92,17,231,14000,f,f,f,f,f,t,f,f,t,f,f,t,1,English,UK,R,22000000,257,2.35,average
92,607,35,813,f,t,f,f,f,t,f,f,f,f,f,t,0,English,USA,PG,12000000,85,1.85,good
105,43,827,22000,f,f,f,f,f,t,f,f,f,f,f,t,1,English,USA,R,22000000,14000,2.35,average
120,2,80,809,f,f,t,f,f,f,f,f,f,f,f,f,1,French,France,PG-13,16000000,521,2.35,good
116,108,120,23000,f,f,f,t,f,t,f,f,f,f,f,t,0,English,USA,R,22000000,820,2.35,good
119,209,521,1000,f,f,f,t,f,t,f,f,t,f,f,t,0,English,USA,R,25000000,896,2.35,good
101,88,812,957,f,t,t,f,f,f,f,f,f,f,f,f,3,English,USA,PG-13,21500000,821,1.85,average
117,89,442,12000,f,f,f,t,f,t,f,f,f,f,f,t,1,English,USA,R,21500000,541,2.35,good
106,195,0,20,f,t,f,f,f,f,t,f,f,f,f,f,4,Spanish,Spain,PG,22000000,10,2.35,good
112,11000,159,385,f,f,t,f,f,f,f,f,f,t,f,f,0,English,USA,R,17000000,223,1.85,average
136,16000,216,16000,t,t,f,f,f,f,f,f,f,f,f,t,1,English,USA,PG,21000000,281,2.35,average
81,406,406,893,f,f,t,f,f,f,f,f,f,f,f,f,1,English,USA,R,21000000,795,1.85,good
87,0,548,22000,f,f,t,f,f,f,f,f,f,f,f,f,0,English,USA,R,9000000,557,1.85,good
96,8,199,533,t,t,t,f,f,f,t,f,f,f,t,f,0,English,USA,PG,17000000,219,1.85,average
106,48,39,18000,f,f,f,f,f,t,f,f,f,f,f,f,3,English,USA,PG-13,21000000,558,1.85,average
122,737,14000,34000,f,f,t,f,f,t,f,f,f,t,f,f,0,English,USA,R,21000000,22000,2.35,good
123,98,579,2000,f,f,f,t,f,t,f,f,f,f,f,f,1,English,Germany,PG-13,21000000,826,1.85,good
133,0,637,1000,f,f,f,f,f,t,f,f,f,f,f,f,0,English,USA,R,41117876,912,1.85,average
92,255,447,26000,t,f,f,t,f,f,f,f,f,f,f,t,0,English,France,PG-13,21000000,1000,2.35,good
110,65,149,3000,t,f,f,f,f,t,f,f,f,f,f,f,1,English,USA,PG-13,20000000,427,2.35,average
104,52,484,711,f,f,f,f,f,f,f,t,f,f,t,t,1,English,USA,R,21000000,490,1.85,average
98,0,374,925,f,f,t,f,f,t,f,f,f,t,f,f,2,English,USA,R,17000000,472,2.35,good
120,0,886,1000,f,f,t,f,f,t,f,f,f,f,f,f,1,English,USA,PG-13,21000000,901,2.35,average
112,52,347,15000,f,f,f,f,f,t,f,f,f,t,f,f,3,English,USA,PG-13,21000000,1000,2.35,good
127,140,10000,19000,f,f,f,f,f,t,f,f,t,f,f,t,1,English,France,R,20000000,14000,2.35,good
102,18,186,670,f,f,t,f,f,t,f,f,f,t,f,f,1,English,USA,PG-13,21000000,419,1.85,average
91,0,220,34000,f,f,f,f,f,t,f,f,f,f,f,f,0,English,USA,PG-13,21000000,242,2.35,good
114,19,842,1000,f,f,t,f,f,f,f,f,f,f,f,f,2,English,USA,R,35000000,883,2.35,average
115,0,716,1000,f,f,f,f,f,f,f,t,f,f,t,t,0,English,Canada,R,31000000,900,1.85,good
115,14000,488,11000,t,t,f,f,f,f,f,f,f,f,f,f,1,English,USA,PG,18000000,783,2.35,good
120,0,1000,3000,f,t,t,f,f,f,t,f,f,f,f,f,2,English,USA,PG,18000000,1000,1.85,average
135,14000,252,559,f,f,f,f,f,t,f,f,f,f,t,f,0,English,USA,PG,19400870,481,2.35,good
90,2,807,16000,f,f,f,f,f,t,f,t,f,f,t,t,0,English,USA,PG-13,20000000,1000,2.35,average
100,12000,605,936,t,f,t,t,f,f,f,f,f,f,f,t,1,English,USA,R,28000000,901,2.35,average
105,163,338,1000,f,f,t,f,f,f,f,f,f,f,f,f,2,English,USA,PG-13,33000000,409,2.35,average
138,438,173,12000,f,f,f,t,f,t,f,t,f,f,f,t,0,English,USA,R,19000000,826,1.85,good
94,122,617,1000,f,f,t,f,f,f,f,f,f,f,f,f,2,English,USA,PG-13,20000000,619,1.85,good
101,79,218,608,t,f,t,f,t,f,f,f,f,f,f,f,1,English,USA,R,20000000,362,1.78,good
131,82,85,813,f,t,f,f,f,f,f,t,f,f,f,t,0,English,USA,PG,20000000,366,2.35,average
91,67,597,2000,f,t,t,f,f,t,t,f,f,t,f,f,1,English,USA,PG,20000000,641,2.35,average
112,0,697,6000,f,f,f,f,f,f,f,t,t,f,f,t,0,English,USA,R,20000000,960,2.35,good
95,32,563,826,f,t,t,f,f,f,t,f,f,t,f,f,2,English,USA,PG,32000000,642,1.85,average
100,265,265,989,f,f,t,f,f,f,f,f,f,f,f,f,0,English,USA,R,20000000,830,1.85,average
105,154,501,884,f,f,f,f,f,t,f,f,t,f,f,t,0,English,USA,PG-13,20000000,617,1.85,good
108,0,487,2000,f,f,t,f,f,f,f,f,f,f,f,f,1,English,USA,PG-13,35000000,931,1.85,good
101,545,545,1000,t,t,f,f,f,f,f,f,f,f,t,t,0,English,USA,PG-13,18000000,1000,1.85,average
114,118,40,489,f,f,f,f,f,t,f,f,t,t,f,t,0,English,USA,PG-13,30000000,93,2.35,good
109,322,861,1000,f,f,t,t,f,f,f,f,f,f,f,f,4,English,USA,PG-13,37000000,960,1.85,average
115,729,552,8000,f,f,t,f,f,t,f,f,f,f,f,f,0,English,USA,R,20000000,727,2.35,good
117,99,165,596,f,t,t,f,f,t,t,f,t,f,f,f,0,English,USA,PG,20000000,265,1.85,good
107,30,318,742,f,f,f,f,f,t,t,f,f,t,f,f,1,English,USA,PG,20000000,360,2.35,average
134,0,500,2000,f,f,f,f,f,t,f,f,f,f,f,f,0,English,USA,R,20000000,660,2.35,good
118,30,284,962,f,f,t,f,f,t,f,f,f,t,f,f,0,English,USA,PG-13,20000000,593,2.35,average
121,0,721,2000,f,f,t,f,f,t,f,f,f,t,f,f,8,English,USA,PG-13,20000000,907,1.85,average
105,13000,658,40000,f,f,f,f,f,f,f,f,f,t,f,f,0,English,USA,PG-13,20000000,967,1.85,good
110,17,418,11000,f,f,f,f,f,t,f,f,f,t,f,f,0,English,UK,PG-13,20000000,10000,2.35,good
114,0,582,982,f,f,t,t,f,t,f,f,f,f,f,f,5,English,USA,PG-13,20000000,618,1.85,average
104,607,109,813,t,f,f,t,f,t,f,f,f,f,f,t,0,English,USA,R,1800000,165,1.85,good
100,24,851,15000,f,f,t,f,f,f,f,f,f,f,f,f,9,English,USA,R,20000000,1000,1.33,good
85,64,729,3000,f,f,t,f,f,f,f,f,f,t,f,f,0,English,USA,PG-13,20000000,869,1.85,bad
72,2,434,1000,f,t,f,f,f,f,t,f,f,f,f,f,1,English,USA,G,20000000,677,1.66,average
128,151,852,1000,f,f,f,f,f,t,f,f,f,f,f,f,0,English,UK,PG-13,20000000,1000,2.35,good
72,0,384,3000,f,t,f,f,f,f,t,f,f,f,f,f,0,English,USA,G,20000000,455,1.85,average
89,19,349,526,f,f,f,f,f,t,f,t,t,f,f,t,0,English,USA,PG-13,20000000,392,1.85,average
96,9,107,826,f,f,f,f,f,t,f,f,t,f,f,t,0,English,USA,PG-13,20000000,626,2.35,average
77,25,16,304,f,f,t,f,f,t,t,f,f,f,f,f,0,English,USA,G,30000000,253,1.78,average
123,174,602,87000,f,f,f,f,f,f,f,t,t,f,f,t,1,English,USA,R,41117876,1000,1.85,good
111,132,455,1000,f,t,f,f,f,f,t,f,f,f,f,f,0,English,USA,PG,20000000,465,2.35,good
93,82,729,926,f,t,t,f,f,f,f,f,f,f,f,f,11,English,USA,PG-13,20000000,869,1.85,bad
129,468,183,919,f,t,f,f,f,f,f,f,f,f,f,f,0,English,USA,R,20000000,691,2.35,good
128,310,77,745,f,f,f,t,f,t,f,f,f,f,f,f,2,English,USA,R,20000000,168,1.85,good
110,119,332,1000,f,f,f,t,f,t,f,f,f,f,f,t,1,English,USA,PG-13,22000000,931,2.35,average
137,70,464,4000,f,f,f,f,f,f,f,t,f,f,f,t,0,English,USA,PG-13,20000000,884,1.85,average
124,8,232,508,f,f,t,f,f,t,f,f,f,t,f,f,1,English,USA,R,20000000,270,1.85,average
93,12,636,18000,f,t,t,f,f,f,f,f,f,f,t,f,2,English,USA,PG,20000000,769,1.85,average
115,272,1000,49000,f,f,t,f,f,t,f,f,f,t,f,t,1,English,USA,PG-13,20000000,2000,2.35,average
98,20,160,889,t,f,f,f,f,f,f,f,f,f,t,f,0,English,USA,PG,20000000,877,2.35,average
105,210,101,978,f,f,f,t,f,t,f,f,f,f,f,t,1,English,USA,R,20000000,191,2.35,average
127,16,399,565,f,f,f,f,f,t,f,f,f,f,f,f,1,English,USA,PG,20000000,441,2.35,good
82,82,354,759,f,f,t,f,f,f,f,f,f,f,f,f,7,English,USA,PG-13,20000000,401,1.85,average
143,0,51,11000,f,f,f,f,f,t,f,f,f,f,f,f,3,English,France,R,25000000,119,1.85,good
103,189,949,2000,f,f,t,f,f,t,f,f,f,f,f,f,8,English,USA,R,19800000,1000,2.35,average
104,53,652,22000,f,f,f,f,f,t,f,f,t,f,f,f,0,English,USA,PG-13,20000000,11000,1.85,good
98,406,406,860,t,f,t,f,f,f,f,f,f,f,f,f,5,English,USA,R,30000000,523,2.35,good
92,34,322,383,f,f,f,f,f,f,f,t,f,f,f,t,0,English,USA,R,11000000,333,2.35,average
123,36,631,10000,f,f,f,t,f,t,f,f,t,f,f,t,0,English,USA,R,20000000,1000,2.35,average
88,92,636,31000,f,f,t,f,f,f,f,f,f,f,f,f,8,English,USA,PG-13,20000000,881,1.85,average
158,32,417,16000,f,f,t,f,f,t,f,f,f,t,f,f,3,English,USA,PG-13,20000000,756,2.35,good
128,835,755,11000,f,f,f,f,f,t,f,f,f,f,f,f,1,English,USA,R,20000000,896,1.85,good
107,58,47,141,t,t,f,f,f,t,f,f,t,f,f,f,2,English,USA,PG-13,20000000,76,2.35,average
91,17,78,534,f,f,f,f,f,f,f,t,f,f,f,f,0,English,USA,R,35000000,385,1.85,average
90,12,587,786,f,t,t,f,f,f,f,f,f,f,f,f,4,English,USA,R,19000000,651,2.35,average
115,39,254,13000,f,f,f,t,f,t,f,f,t,f,f,t,3,English,USA,R,20000000,481,2.35,average
101,29,429,812,f,f,f,t,f,f,f,f,f,f,f,t,0,English,USA,PG-13,41117876,533,2.35,average
113,108,22,1000,f,f,f,f,f,t,f,f,f,f,f,t,3,English,USA,R,20000000,100,2.35,good
113,350,619,1000,f,f,t,f,f,t,f,f,f,t,f,f,0,English,UK,R,20000000,960,1.85,good
87,2,270,741,f,f,f,f,f,f,f,t,t,f,f,f,1,English,Japan,PG-13,27000000,297,1.85,average
101,154,497,1000,f,f,f,t,f,t,f,f,f,f,f,t,1,English,USA,R,20000000,816,1.85,average
111,79,287,26000,f,f,f,t,f,t,f,f,f,t,f,t,0,English,UK,R,20000000,811,2.35,good
108,1000,1000,14000,f,f,f,f,f,t,f,f,f,t,t,f,1,English,USA,R,20000000,4000,1.85,good
105,99,518,2000,f,f,t,f,f,f,t,f,f,t,f,f,6,English,USA,PG,20000000,938,2.35,average
109,453,2000,18000,t,f,f,t,f,t,f,f,f,f,f,t,4,English,USA,R,20000000,11000,2.35,good
109,1000,24,177,t,f,t,f,f,f,f,f,f,f,t,f,6,English,UK,R,20000000,55,2.35,good
99,26,650,720,f,f,t,t,f,f,t,f,t,t,f,t,5,English,USA,PG,20000000,669,2.35,average
98,35,16,125,t,f,f,f,f,f,f,t,f,f,t,t,0,English,Australia,R,20000000,37,2.35,average
104,14,756,2000,f,f,t,f,f,f,f,f,f,t,f,f,1,English,USA,R,20000000,934,2.35,average
109,15,350,3000,f,t,t,f,f,f,t,f,f,t,f,f,3,English,International,PG,20000000,775,1.85,average
75,19,806,1000,f,f,f,f,f,f,f,t,f,f,f,t,0,English,USA,PG-13,9000000,934,2.35,average
119,23,748,25000,t,t,f,f,f,t,f,f,f,t,f,f,1,English,Australia,PG-13,20000000,19000,2.35,good
90,0,518,681,f,t,t,f,f,f,t,f,f,t,f,f,0,English,USA,PG,20000000,611,1.85,average
97,212,637,960,t,f,f,f,f,f,f,t,f,f,f,t,0,English,USA,PG-13,20000000,917,2.35,average
103,31,733,12000,f,f,t,f,f,t,f,f,f,f,f,f,3,English,Germany,PG-13,34264482,804,1.85,average
89,0,470,87000,f,f,t,f,f,f,t,f,f,f,f,f,4,English,USA,PG,40000000,570,1.85,average
106,835,458,1000,f,f,t,t,f,t,f,f,f,f,f,f,0,English,USA,R,20000000,967,1.85,good
96,24,374,646,f,t,f,t,f,f,f,f,t,f,t,t,0,English,USA,PG-13,20000000,441,1.33,good
115,0,107,10000,f,f,f,t,f,t,f,f,f,f,f,f,0,English,USA,R,41117876,311,2.35,good
104,0,877,2000,t,f,f,f,f,f,f,t,f,f,f,t,0,English,USA,R,20000000,1000,2.35,average
108,13000,285,606,f,f,f,f,f,f,f,t,t,f,f,t,2,English,USA,R,806947,332,1.85,good
112,41,490,1000,f,f,t,f,f,f,f,f,f,t,f,f,3,English,USA,R,40000000,500,1.85,average
104,19,942,15000,f,f,f,f,f,t,f,f,f,t,f,f,0,English,USA,PG-13,20000000,989,2.35,average
113,0,949,995,f,f,t,f,f,t,f,f,f,f,f,f,3,English,USA,R,20000000,975,2.35,average
98,15,281,691,f,f,t,f,f,f,f,f,f,f,f,f,0,English,USA,PG,20000000,374,1.78,average
121,503,83,2000,f,t,t,f,f,t,f,f,f,f,f,f,2,English,USA,PG-13,20000000,92,2.35,good
114,160,271,1000,f,f,t,f,f,t,t,f,f,f,f,f,2,English,USA,PG,30000000,367,1.85,good
124,57,905,11000,f,f,f,f,f,t,f,f,f,f,f,f,2,English,USA,R,20000000,3000,2.35,good
148,0,826,17000,f,t,f,f,f,t,f,f,f,f,f,f,0,English,USA,R,15000000,882,2.35,good
108,480,579,970,f,f,t,f,f,f,f,f,f,f,f,f,1,English,USA,PG-13,20000000,931,2.35,average
95,83,206,991,f,t,f,f,f,t,f,t,t,f,f,t,0,English,France,R,20000000,494,2.35,average
108,0,844,16000,f,f,f,t,f,f,f,t,f,f,f,f,2,English,USA,R,19000000,4000,1.85,good
68,0,253,304,f,f,f,f,f,f,t,f,t,f,f,f,0,English,USA,G,20000000,286,1.85,average
103,0,801,21000,f,f,t,f,f,t,f,f,f,t,f,f,1,English,USA,PG-13,20000000,1000,1.85,average
99,0,59,264,t,f,t,t,f,f,f,f,f,f,f,f,1,Other,International,R,20000000,62,2.35,good
88,0,939,3000,f,f,t,f,f,f,t,f,f,f,f,f,1,English,USA,G,35000000,968,1.85,average
128,395,161,283,f,f,f,f,f,t,f,f,f,f,f,f,0,Other,USA,PG-13,20000000,206,2.35,good
124,0,430,6000,f,f,f,f,f,t,f,f,f,f,f,f,0,English,USA,R,20000000,979,1.85,good
84,2,472,787,t,f,f,t,f,t,f,f,f,f,f,t,0,English,USA,PG-13,20000000,555,2.35,average
122,308,10000,17000,f,f,f,f,f,t,f,f,f,t,f,f,1,English,USA,PG-13,37000000,12000,2.35,average
101,13,499,651,f,f,t,f,f,f,f,f,f,t,f,f,3,English,USA,PG-13,20000000,555,1.85,average
98,143,153,302,f,f,t,f,f,f,f,f,f,t,f,f,2,English,USA,PG-13,20000000,216,1.85,average
105,909,173,1000,f,f,f,t,t,f,f,f,f,f,f,f,0,English,USA,R,41117876,909,1.85,good
225,126,202,940,f,f,f,f,f,t,f,f,f,f,f,f,6,English,USA,G,20000000,208,2.76,average
111,53,233,8000,f,f,f,t,f,t,f,f,t,f,f,t,0,English,USA,PG-13,19500000,963,2.35,average
88,82,329,869,f,f,t,f,f,f,f,f,f,f,f,f,0,English,USA,PG-13,25000000,624,1.85,bad
88,190,163,137000,t,f,f,t,f,f,f,f,f,f,f,t,6,English,USA,PG-13,27000000,459,2.35,average
94,36,507,13000,t,f,t,t,f,f,f,f,f,f,f,t,1,English,USA,PG,20000000,828,1.85,average
117,20,783,11000,f,f,t,f,f,f,f,f,f,t,f,f,1,English,USA,R,20000000,904,1.85,average
95,4,80,788,t,t,f,f,f,f,f,f,f,f,t,t,2,English,France,PG-13,20000000,447,2.35,average
99,272,62,1000,f,f,t,f,f,f,f,f,f,f,f,f,1,English,USA,PG-13,40000000,87,1.85,average
96,83,926,26000,t,f,f,t,f,f,f,f,f,f,t,t,0,English,USA,R,20000000,968,1.85,average
98,11000,967,1000,f,f,t,t,f,f,f,f,f,f,f,f,4,English,USA,R,20000000,979,1.85,good
123,6,85,541,f,f,f,f,f,t,f,f,f,f,f,f,0,English,USA,PG,20000000,249,2.35,average
101,176,83,3000,f,f,f,f,f,t,f,f,t,t,f,t,2,English,UK,R,30000000,268,2.35,good
102,563,385,12000,f,f,t,f,f,t,f,f,f,f,f,f,1,English,USA,R,22000000,442,1.85,average
94,394,565,922,t,f,f,t,f,t,f,f,f,f,f,f,2,English,USA,R,20000000,855,2.35,average
102,192,31,346,f,f,t,f,f,t,f,f,f,t,f,f,3,English,USA,PG-13,20000000,41,1.85,good
108,212,347,969,t,f,f,t,f,f,f,f,f,f,f,t,1,English,USA,PG-13,22000000,794,2.35,average
116,198,884,17000,f,f,f,f,f,t,f,t,t,f,f,f,0,English,UK,R,20000000,1000,2.35,good
93,18,181,400,t,f,t,f,f,f,t,f,f,f,f,f,0,English,USA,PG,20000000,220,1.85,average
102,1000,270,734,f,f,t,f,f,f,f,f,f,f,f,f,2,English,UK,PG-13,20000000,563,2.35,average
103,350,99,5000,f,f,t,f,f,t,f,f,f,f,f,f,1,English,UK,R,20000000,378,1.85,good
115,214,968,14000,t,f,f,t,f,t,f,f,f,f,f,t,3,English,USA,R,20000000,12000,2.35,average
96,11000,223,11000,f,f,t,f,f,f,f,f,f,f,f,f,2,English,USA,R,20000000,474,1.85,good
98,4,677,2000,f,f,t,f,f,f,f,f,f,t,f,f,2,English,Australia,PG-13,20000000,1000,1.37,average
101,53,580,14000,f,f,t,f,f,t,f,f,f,f,f,f,1,English,USA,R,20000000,1000,2.35,average
106,277,383,22000,f,f,t,t,f,f,f,f,f,f,f,f,0,English,USA,PG-13,20000000,2000,2.35,average
101,11000,2,1000,f,f,t,f,f,f,f,f,f,t,f,f,0,English,USA,R,20000000,612,1.85,good
87,0,548,22000,f,f,t,f,f,f,f,f,f,f,f,f,0,English,USA,R,9000000,557,1.85,good
111,0,725,856,t,f,f,t,f,f,f,f,f,f,f,t,0,English,USA,R,20000000,742,2.35,good
99,52,148,22000,f,t,f,f,f,t,f,f,f,f,f,f,1,English,USA,PG-13,21000000,1000,2.35,good
88,84,177,650,f,f,t,f,f,f,t,f,f,f,t,f,3,English,Germany,PG,20000000,384,2.35,bad
83,10,69,688,t,f,t,t,f,f,f,f,f,f,f,f,2,English,Germany,PG-13,33000000,99,1.85,average
91,10,436,716,t,f,t,t,f,f,f,f,f,f,f,f,3,English,USA,PG-13,20000000,537,1.85,average
108,54,463,786,f,f,t,t,f,f,f,f,f,f,f,f,3,English,USA,PG-13,20000000,567,1.85,average
154,189,388,683,f,f,t,f,f,t,f,f,f,t,f,f,0,English,USA,G,20000000,641,2.35,good
148,0,175,204,f,f,t,t,f,t,f,f,t,t,f,f,0,English,USA,R,20000000,178,1.85,good
77,3,593,787,f,t,t,f,f,f,t,f,f,f,f,f,0,English,USA,G,20000000,690,1.85,bad
110,9,826,997,f,f,f,f,f,t,f,f,f,f,f,f,19,English,USA,PG-13,20000000,941,1.85,average
42,718,376,1000,f,f,f,t,f,t,f,f,t,f,f,t,1,English,USA,TV-14,41117876,440,16,good
83,119,633,885,f,f,t,f,f,f,f,f,f,f,f,f,2,English,USA,PG-13,12000000,816,2.35,average
107,0,99,2000,t,f,t,t,f,f,f,f,f,f,f,t,7,English,International,R,20000000,749,1.85,average
100,17,86,669,f,f,f,f,f,t,f,t,f,f,t,t,0,English,Canada,PG-13,22000000,429,2.35,average
87,29,522,1000,f,t,t,f,f,f,f,f,f,f,f,f,4,English,USA,R,20000000,794,2.35,average
154,608,149,1000,f,f,t,f,f,t,f,f,f,f,f,f,1,English,UK,R,10000000,452,1.66,good
106,38,975,1000,f,f,f,f,f,t,f,f,f,f,f,f,0,English,International,PG-13,20000000,1000,2.35,good
99,0,691,13000,f,f,f,f,f,t,f,f,f,f,f,t,3,English,UK,R,15000000,10000,1.85,average
100,0,407,21000,f,f,f,f,f,t,f,f,t,f,t,t,0,English,USA,R,8700000,18000,1.85,good
116,150,956,18000,f,f,f,f,f,t,f,f,f,f,f,f,2,English,USA,PG,20000000,1000,1.85,good
94,892,81,310,f,f,f,f,f,f,f,t,f,f,t,f,0,English,Canada,R,20000000,294,2.35,bad
111,650,181,690,f,f,t,f,f,t,t,f,f,t,f,f,3,English,USA,PG,20000000,224,2.35,average
